U_gain	E_gain	170c	150c	16_RANGE2c	26_RANGE2c	16c	26c	30c	60c	90c	120c	150_BOOSTc	170_BOOSTc	26_RANGE2f	170f	150f	120f	170_BOOSTf	16_RANGE2f	16f	26f	30f	60f	90f	150_BOOSTf
-0.002064057231013941	0.26573566128966	0.08333333333333333	0.03787878787878788	0	0	0	0	0	0	0	0	0	0	0.5378787878787878	0.11363636363636363	0.21212121212121213	0.007575757575757576	0.007575757575757576	0	0	0	0	0	0	0
-0.0018679681081683085	0.22871012562632176	0.17424242424242425	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.1590909090909091	0.19696969696969696	0.4166666666666667	0.030303030303030304	0	0	0	0	0	0	0	0
-0.0017914496147740343	0.2814082492771221	0.08333333333333333	0.03787878787878788	0	0	0	0	0	0	0	0	0	0	0.11363636363636363	0.5151515151515151	0.25	0	0	0	0	0	0	0	0	0
-0.0020663584062723755	0.27876898653308657	0.08333333333333333	0.03787878787878788	0	0	0	0	0	0	0	0	0	0	0.5303030303030303	0.10606060606060606	0.22727272727272727	0.007575757575757576	0.007575757575757576	0	0	0	0	0	0	0
-0.002020054130023007	0.26960061589943046	0.14393939393939395	0.06060606060606061	0	0	0	0	0	0	0	0	0	0	0.3939393939393939	0.19696969696969696	0.20454545454545456	0	0	0	0	0	0	0	0	0
-0.00202894185769109	0.23797719264590414	0.10606060606060606	0.045454545454545456	0	0	0	0	0	0	0	0	0	0	0.5151515151515151	0.25	0.07575757575757576	0.007575757575757576	0	0	0	0	0	0	0	0
-0.0020947827038240107	0.3108046071549307	0.11363636363636363	0.015151515151515152	0	0	0	0	0	0	0	0	0	0	0.4772727272727273	0.1590909090909091	0.22727272727272727	0.007575757575757576	0	0	0	0	0	0	0	0
-0.0019720643370824595	0.278756839928881	0.11363636363636363	0.007575757575757576	0	0	0	0	0	0	0	0	0	0	0.09848484848484848	0.49242424242424243	0.015151515151515152	0.2727272727272727	0	0	0	0	0	0	0	0
-0.0024609173575570456	0.2940180529333665	0.10606060606060606	0.030303030303030304	0	0	0	0	0	0	0	0	0	0	0.29545454545454547	0.42424242424242425	0.13636363636363635	0.007575757575757576	0	0	0	0	0	0	0	0
-0.002156685785592905	0.21261929986918798	0.09090909090909091	0.045454545454545456	0	0	0	0	0	0	0	0	0	0	0.49242424242424243	0.1893939393939394	0.015151515151515152	0.16666666666666666	0	0	0	0	0	0	0	0
-0.002159641237056851	0.19054324838399472	0.1590909090909091	0.03787878787878788	0	0	0	0	0	0	0	0	0	0	0.4166666666666667	0.1893939393939394	0.18181818181818182	0.015151515151515152	0	0	0	0	0	0	0	0
-0.0018153832661530925	0.2593362082758542	0.11363636363636363	0.030303030303030304	0	0	0	0	0	0	0	0	0	0	0.23484848484848486	0.4696969696969697	0.007575757575757576	0.14393939393939395	0	0	0	0	0	0	0	0
-0.002201617579404685	0.3448295246954865	0.08333333333333333	0.05303030303030303	0	0	0	0	0	0	0	0	0	0	0.30303030303030304	0.4318181818181818	0.12121212121212122	0.007575757575757576	0	0	0	0	0	0	0	0
-0.0019277572953563184	0.20592273894130708	0.10606060606060606	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.5075757575757576	0.1893939393939394	0.015151515151515152	0.14393939393939395	0.007575757575757576	0.007575757575757576	0	0	0	0	0	0
-0.0017289738649435959	0.16855425964410226	0.09848484848484848	0.030303030303030304	0	0	0	0	0	0	0	0	0	0	0.5681818181818182	0.14393939393939395	0.007575757575757576	0.12878787878787878	0.015151515151515152	0.007575757575757576	0	0	0	0	0	0
-0.0020665426001481293	0.19158458149826998	0.11363636363636363	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.15151515151515152	0.5151515151515151	0.18181818181818182	0.007575757575757576	0.007575757575757576	0	0	0	0	0	0	0
-0.0018086511201278244	0.28613495692648416	0.13636363636363635	0.030303030303030304	0	0	0	0	0	0	0	0	0	0	0.4621212121212121	0.22727272727272727	0.13636363636363635	0.007575757575757576	0	0	0	0	0	0	0	0
-0.0024687273581973433	0.22121810332200237	0.11363636363636363	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.13636363636363635	0.5454545454545454	0.007575757575757576	0.16666666666666666	0.007575757575757576	0	0	0	0	0	0	0
-0.001982578076760691	0.2567835843299855	0.11363636363636363	0.045454545454545456	0	0	0	0	0	0	0	0	0	0	0.5	0.19696969696969696	0.12878787878787878	0.007575757575757576	0.007575757575757576	0	0	0	0	0	0	0
-0.002010972490676969	0.2200825981039971	0.10606060606060606	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.5606060606060606	0.015151515151515152	0.12121212121212122	0.16666666666666666	0.007575757575757576	0	0	0	0	0	0	0
-0.002041533450272872	0.22416158795465047	0.06818181818181818	0.10606060606060606	0	0	0	0	0	0	0	0	0	0	0.17424242424242425	0.17424242424242425	0.4621212121212121	0.007575757575757576	0.007575757575757576	0	0	0	0	0	0	0
-0.0022456622362997695	0.23244370719716995	0.06818181818181818	0.09090909090909091	0	0	0	0	0	0	0	0	0	0	0.5378787878787878	0.19696969696969696	0.09848484848484848	0.007575757575757576	0	0	0	0	0	0	0	0
-0.001643133741609662	0.2740653706858639	0.11363636363636363	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.25757575757575757	0.42424242424242425	0.17424242424242425	0.007575757575757576	0	0	0	0	0	0	0	0
-0.0019062870495184835	0.27162072375037344	0.05303030303030303	0.09848484848484848	0	0	0	0	0	0	0	0	0	0	0.007575757575757576	0.26515151515151514	0.11363636363636363	0.4621212121212121	0	0	0	0	0	0	0	0
-0.0021154610479412277	0.3090082686058222	0.12878787878787878	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.12121212121212122	0.4393939393939394	0.25	0.03787878787878788	0	0	0	0	0	0	0	0
-0.002230496666723433	0.3351261200904395	0.12878787878787878	0	0	0	0	0	0	0	0	0	0	0	0.45454545454545453	0.30303030303030304	0.09848484848484848	0.015151515151515152	0	0	0	0	0	0	0	0
-0.0018597738323529983	0.2600288315829836	0.11363636363636363	0.015151515151515152	0	0	0	0	0	0	0	0	0	0	0.5	0.03787878787878788	0.2196969696969697	0.10606060606060606	0.007575757575757576	0	0	0	0	0	0	0
-0.0019454913307001484	0.28746910006530824	0.10606060606060606	0.015151515151515152	0	0	0	0	0	0	0	0	0	0	0.19696969696969696	0.2727272727272727	0.36363636363636365	0.007575757575757576	0.030303030303030304	0.007575757575757576	0	0	0	0	0	0
-0.001993191014238091	0.23956484026482644	0.07575757575757576	0.03787878787878788	0	0	0	0	0	0	0	0	0	0	0.5606060606060606	0.11363636363636363	0.19696969696969696	0.007575757575757576	0.007575757575757576	0	0	0	0	0	0	0
-0.002080563884752836	0.27853668776993323	0.10606060606060606	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.4393939393939394	0.30303030303030304	0.12121212121212122	0.007575757575757576	0	0	0	0	0	0	0	0
-0.001904453431765857	0.174288616082203	0.13636363636363635	0.06060606060606061	0	0	0	0	0	0	0	0	0	0	0.5378787878787878	0.13636363636363635	0.12878787878787878	0	0	0	0	0	0	0	0	0
-0.0018879787356191	0.25074039765676065	0.09090909090909091	0.030303030303030304	0	0	0	0	0	0	0	0	0	0	0.4772727272727273	0.24242424242424243	0.14393939393939395	0.015151515151515152	0	0	0	0	0	0	0	0
-0.0018798290726133626	0.2753381754502593	0.12121212121212122	0.015151515151515152	0	0	0	0	0	0	0	0	0	0	0.48484848484848486	0.16666666666666666	0.19696969696969696	0.015151515151515152	0	0	0	0	0	0	0	0
-0.0020593752735222795	0.2865697808936047	0.09848484848484848	0.045454545454545456	0	0	0	0	0	0	0	0	0	0	0.5075757575757576	0.24242424242424243	0.09848484848484848	0.007575757575757576	0	0	0	0	0	0	0	0
-0.0018821258082223843	0.3123532624755436	0.03787878787878788	0.12878787878787878	0	0	0	0	0	0	0	0	0	0	0.4393939393939394	0.25757575757575757	0.13636363636363635	0	0	0	0	0	0	0	0	0
-0.002181539048952401	0.22562154536860862	0.03787878787878788	0.1590909090909091	0	0	0	0	0	0	0	0	0	0	0.44696969696969696	0.1893939393939394	0.15151515151515152	0.007575757575757576	0.007575757575757576	0	0	0	0	0	0	0
-0.00223088837623785	0.299394851640835	0.12121212121212122	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.36363636363636365	0.15151515151515152	0.007575757575757576	0.3333333333333333	0	0	0	0	0	0	0	0
-0.0020132976428276174	0.3040182771744359	0.09090909090909091	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.2196969696969697	0.5454545454545454	0.11363636363636363	0.007575757575757576	0	0	0	0	0	0	0	0
-0.0018410899519675785	0.2634133636111951	0.08333333333333333	0.045454545454545456	0	0	0	0	0	0	0	0	0	0	0.24242424242424243	0.5075757575757576	0.09090909090909091	0.007575757575757576	0.022727272727272728	0	0	0	0	0	0	0
-0.0019155874763143147	0.17945741366119786	0.1590909090909091	0.022727272727272728	0	0	0	0	0	0	0	0	0	0	0.14393939393939395	0.16666666666666666	0.48484848484848486	0.022727272727272728	0	0	0	0	0	0	0	0
